idp_out_camp,total,health_issue.chronic,Number_of_health_issue.chronic,above64,Number_of_above64,above64_with_chronic,Number_of_above64_with_chronic,above64_or_chronic,Number_of_above64_or_chronic
998772,5970974,0.1169626479363844,116819.01780471852,0.020559621439011883,20534.374223884777,0.015178963547854234,15160.32378061747,0.12234330582754206,122193.06824798584
