idp_in_camp,total,health_issue.chronic,Number_of_health_issue.chronic,above64,Number_of_above64,above64_with_chronic,Number_of_above64_with_chronic,above64_or_chronic,Number_of_above64_or_chronic
251462,5970974,0.09814147990040836,24678.85281871649,0.01748963993811392,4397.979838118003,0.013159693917263689,3309.1629518229615,0.10247142592125859,25767.669705011525
