idp_in_camp,idp_out_camp,returnee,total,health_issue.chronic,Number_of_health_issue.chronic,above64,Number_of_above64,above64_with_chronic,Number_of_above64_with_chronic,above64_or_chronic,Number_of_above64_or_chronic
251287,992184,4664676,5908147,0.10681369990558211,631071.0406560652,0.01817905336640746,107404.51960958014,0.013151719527785766,77702.29227292888,0.1118410337442038,660773.2679927165
