"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"c13","population_group",1,"idp",0.6,NA,0.497756732218827,0.702243267781173,"district","Samarra"
"c13","population_group",1,"returnee",0.4875,NA,0.37685300932055,0.59814699067945,"district","Samarra"
"c13","population_group",1,"idp",0.242105263157895,NA,0.15529454666528,0.32891597965051,"district","Erbil"
"c13","population_group",1,"idp_camp",0.888888888888889,NA,0.833586257797745,0.944191519980033,"district","Erbil"
"c13","population_group",1,"idp",0.384615384615385,NA,0.284198464874513,0.485032304356256,"district","Ramadi"
"c13","population_group",1,"idp_camp",0.858333333333333,NA,0.795655763106545,0.921010903560121,"district","Ramadi"
"c13","population_group",1,"returnee",0.288343558282209,NA,0.218482129221422,0.358204987342995,"district","Ramadi"
"c13","population_group",1,"idp",0.488636363636364,NA,0.383426555135294,0.593846172137433,"district","Shirqat"
"c13","population_group",1,"idp_camp",0.962264150943396,NA,0.91058373086161,1.01394457102518,"district","Shirqat"
"c13","population_group",1,"returnee",0.56989247311828,NA,0.46852858490095,0.671256361335609,"district","Shirqat"
"c13","population_group",1,"idp",0.272727272727273,NA,0.184708484384822,0.360746061069724,"district","Sumel"
"c13","population_group",1,"idp_camp",0.527315914489311,NA,0.479468339793688,0.575163489184934,"district","Sumel"
"c13","population_group",1,"idp",0.704081632653061,NA,0.61289156650795,0.795271698798172,"district","Tilkaif"
"c13","population_group",1,"returnee",0.419354838709677,NA,0.318157786847612,0.520551890571743,"district","Tilkaif"
"c13","population_group",1,"idp",0.453488372093023,NA,0.347071712956477,0.559905031229569,"district","Amedi"
"c13","population_group",1,"idp_camp",0.681818181818182,NA,0.568166447920448,0.795469915715915,"district","Amedi"
"c13","population_group",1,"idp",0.650943396226415,NA,0.559825068516173,0.742061723936658,"district","Falluja"
"c13","population_group",1,"idp_camp",0.884422110552764,NA,0.83981749830503,0.929026722800497,"district","Falluja"
"c13","population_group",1,"returnee",0.297297297297297,NA,0.211916750036355,0.382677844558239,"district","Falluja"
"c13","population_group",1,"idp",0.627659574468085,NA,0.529610039137549,0.725709109798621,"district","Mosul"
"c13","population_group",1,"idp_camp",0.927710843373494,NA,0.899762816911556,0.955658869835432,"district","Mosul"
"c13","population_group",1,"returnee",0.526315789473684,NA,0.425580151006997,0.627051427940371,"district","Mosul"
"c13","population_group",1,"idp",0.627659574468085,NA,0.529032932725029,0.726286216211142,"district","Heet"
"c13","population_group",1,"returnee",0.542553191489362,NA,0.44091579461861,0.644190588360113,"district","Heet"
"c13","population_group",1,"idp",0.777777777777778,NA,0.691405455591149,0.864150099964407,"district","Darbandihkan"
"c13","population_group",1,"idp",0.285714285714286,NA,0.192382667402855,0.379045904025717,"district","Adhamia"
"c13","population_group",1,"idp",0.319587628865979,NA,0.226306551173772,0.412868706558187,"district","Kadhimia"
"c13","population_group",1,"idp",0.292134831460674,NA,0.196405348694338,0.38786431422701,"district","Resafa"
"c13","population_group",1,"idp_camp",0.785714285714286,NA,0.659972951944051,0.911455619484521,"district","Resafa"
"c13","population_group",1,"idp",0.148936170212766,NA,0.0765779669187885,0.221294373506743,"district","Dahuk"
"c13","population_group",1,"returnee",1,NA,NA,NA,"district","Khalis"
"c13","population_group",1,"idp",0.319148936170213,NA,0.224476969150162,0.413820903190264,"district","Zakho"
"c13","population_group",1,"idp_camp",0.594202898550725,NA,0.536001974634991,0.652403822466458,"district","Zakho"
"c13","population_group",1,"idp",0.489583333333333,NA,0.38919899089837,0.589967675768296,"district","Daquq"
"c13","population_group",1,"idp_camp",0.90625,NA,0.870406077931578,0.942093922068422,"district","Daquq"
"c13","population_group",1,"returnee",0.391304347826087,NA,0.291191599955584,0.491417095696591,"district","Daquq"
"c13","population_group",1,"idp",0.839285714285714,NA,0.770583310732945,0.907988117838484,"district","Kifri"
"c13","population_group",1,"returnee",0.883333333333333,NA,0.801287058965103,0.965379607701563,"district","Kifri"
"c13","population_group",1,"idp_camp",0.950413223140496,NA,0.911423173627216,0.989403272653776,"district","Makhmur"
"c13","population_group",1,"returnee",0.831578947368421,NA,0.755721988824491,0.907435905912351,"district","Makhmur"
"c13","population_group",1,"idp",0.222222222222222,NA,0.135505210715918,0.308939233728527,"district","Sinjar"
"c13","population_group",1,"returnee",0.166666666666667,NA,0.0889316768654304,0.244401656467903,"district","Sinjar"
"c13","population_group",1,"idp",0.478723404255319,NA,0.376823068155859,0.58062374035478,"district","Telafar"
"c13","population_group",1,"returnee",0.402061855670103,NA,0.303603676743125,0.500520034597081,"district","Telafar"
"c13","population_group",1,"idp",0.505494505494505,NA,0.40243721718477,0.608551793804241,"district","Hamdaniya"
"c13","population_group",1,"idp_camp",0.954407294832827,NA,0.931793563230448,0.977021026435206,"district","Hamdaniya"
"c13","population_group",1,"returnee",0.788990825688073,NA,0.712143453129304,0.865838198246843,"district","Hamdaniya"
"c13","population_group",1,"idp",0.397849462365591,NA,0.297453125245535,0.498245799485648,"district","Kirkuk"
"c13","population_group",1,"returnee",0.468085106382979,NA,0.366280606324858,0.5698896064411,"district","Kirkuk"
"c13","population_group",1,"idp",0.783333333333333,NA,0.708894014668502,0.857772651998164,"district","Kalar"
"c13","population_group",1,"idp_camp",0.945454545454545,NA,0.884844875004617,1.00606421590447,"district","Kalar"
"c13","population_group",1,"idp",0.410526315789474,NA,0.311198372146882,0.509854259432066,"district","Shikhan"
"c13","population_group",1,"idp_camp",0.770428015564202,NA,0.718799522220868,0.822056508907536,"district","Shikhan"
