"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"c","population_group","0","host",0.114279305220647,NA,0.09221969587309,0.136338914568204,"all","all"
"c","population_group","1","host",0.885720694779353,NA,0.863661085431796,0.90778030412691,"all","all"
"c","population_group","0","idp_in_camp",0.122081641995293,NA,0.11035813428192,0.133805149708667,"all","all"
"c","population_group","1","idp_in_camp",0.877918358004707,NA,0.866194850291333,0.88964186571808,"all","all"
"c","population_group","0","idp_out_camp",0.151918913618002,NA,0.138534363410132,0.165303463825871,"all","all"
"c","population_group","1","idp_out_camp",0.848081086381998,NA,0.834696536174129,0.861465636589868,"all","all"
"c","population_group","0","returnee",0.128917778010719,NA,0.112624167644807,0.145211388376632,"all","all"
"c","population_group","1","returnee",0.871082221989281,NA,0.854788611623368,0.887375832355193,"all","all"
"c24","population_group","0","host",0.523800272203082,NA,0.477622737733226,0.569977806672937,"all","all"
"c24","population_group","1","host",0.476199727796918,NA,0.430022193327063,0.522377262266774,"all","all"
"c24","population_group","0","idp_in_camp",0.252675946036845,NA,0.231579600253534,0.273772291820155,"all","all"
"c24","population_group","1","idp_in_camp",0.747324053963155,NA,0.726227708179845,0.768420399746466,"all","all"
"c24","population_group","0","idp_out_camp",0.447085354470937,NA,0.426069188333709,0.468101520608164,"all","all"
"c24","population_group","1","idp_out_camp",0.552914645529063,NA,0.531898479391836,0.573930811666291,"all","all"
"c24","population_group","0","returnee",0.445010475471716,NA,0.414736046356776,0.475284904586657,"all","all"
"c24","population_group","1","returnee",0.554989524528284,NA,0.524715095413343,0.585263953643224,"all","all"
"t5","population_group","0","host",0.998007299031934,NA,0.996044625661665,0.999969972402203,"all","all"
"t5","population_group","1","host",0.00199270096806562,NA,3.00275977966184e-05,0.00395537433833461,"all","all"
"t5","population_group","0","idp_in_camp",0.971084732292134,NA,0.96444207571395,0.977727388870319,"all","all"
"t5","population_group","1","idp_in_camp",0.0289152677078655,NA,0.0222726111296809,0.03555792428605,"all","all"
"t5","population_group","0","idp_out_camp",0.984205299381288,NA,0.980333068489346,0.98807753027323,"all","all"
"t5","population_group","1","idp_out_camp",0.0157947006187119,NA,0.0119224697267702,0.0196669315106536,"all","all"
"t5","population_group","0","returnee",0.980201125935,NA,0.976158040251816,0.984244211618184,"all","all"
"t5","population_group","1","returnee",0.0197988740650001,NA,0.0157557883818159,0.0238419597481843,"all","all"
"t6","population_group","0","host",0.68710773337299,NA,0.652392417701528,0.721823049044452,"all","all"
"t6","population_group","1","host",0.31289226662701,NA,0.278176950955548,0.347607582298472,"all","all"
"t6","population_group","0","idp_in_camp",0.151210754681932,NA,0.138848425404258,0.163573083959607,"all","all"
"t6","population_group","1","idp_in_camp",0.848789245318068,NA,0.836426916040393,0.861151574595742,"all","all"
"t6","population_group","0","idp_out_camp",0.322995399213908,NA,0.305091004120248,0.340899794307569,"all","all"
"t6","population_group","1","idp_out_camp",0.677004600786092,NA,0.659100205692431,0.694908995879752,"all","all"
"t6","population_group","0","returnee",0.542783011415364,NA,0.518478486810886,0.567087536019841,"all","all"
"t6","population_group","1","returnee",0.457216988584636,NA,0.432912463980159,0.481521513189114,"all","all"
"t8","population_group","0","host",0.911130594241755,NA,0.887250068812137,0.935011119671372,"all","all"
"t8","population_group","1","host",0.0888694057582455,NA,0.0649888803286283,0.112749931187863,"all","all"
"t8","population_group","0","idp_in_camp",0.821391825157118,NA,0.806805765956348,0.835977884357888,"all","all"
