"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"a0","all",1,"all",0.660703776884843,NA,0.637925062705786,0.6834824910639,"all","all"
"a1","all",1,"all",0.756824247845193,NA,0.733639135991268,0.780009359699118,"all","all"
"a2","all",1,"all",0.75414677359018,NA,0.716997542441226,0.791296004739134,"all","all"
"a3","all",1,"all",0.040283158332841,NA,0.0249948933381849,0.055571423327497,"all","all"
"a4","all",1,"all",0.169656810787091,NA,0.0448148324319587,0.294498789142224,"all","all"
"a5","all",1,"all",0.732803061174008,NA,0.586836790956184,0.878769331391833,"all","all"
"a6","all",1,"all",0.142671524059087,NA,0.0464791213807059,0.238863926737467,"all","all"
"a7","all",1,"all",0.0857817675307003,NA,0.0293342477444745,0.142229287316926,"all","all"
"a8","all",1,"all",0.0689323818395704,NA,-0.00775391471499705,0.145618678394138,"all","all"
"a9","all",1,"all",0.052669699049532,NA,-0.0218501405782462,0.12718953867731,"all","all"
"a10","all",1,"all",0.0102171225567639,NA,-0.00689984024346706,0.0273340853569949,"all","all"
"a11","all",1,"all",0.00358529087792117,NA,0.000967289528559384,0.00620329222728295,"all","all"
"a12","all",1,"all",0.882139542449878,NA,0.867786846400228,0.896492238499529,"all","all"
"a13","all",1,"all",0.909957578271579,NA,0.898686176068881,0.921228980474276,"all","all"
"a14","all",1,"all",0.687491125895238,NA,0.659647677140245,0.71533457465023,"all","all"
"a15_i","all",1,"all",0.225171531152282,NA,0.204727031456657,0.245616030847907,"all","all"
"a15_ii","all",1,"all",0.259704836453311,NA,0.239772297187702,0.279637375718921,"all","all"
"a15_iii","all",1,"all",0.255425542840903,NA,0.233039840857113,0.277811244824692,"all","all"
"a15_iv","all",1,"all",0.259698089553504,NA,0.237957831229222,0.281438347877786,"all","all"
"t1","all",1,"all",0.263082560254337,NA,0.244747812259641,0.281417308249033,"all","all"
"t2","all",1,"all",0.689039387306148,NA,0.66907798555161,0.709000789060686,"all","all"
"t3","all",1,"all",0.0469881614462833,NA,0.0371110721628297,0.056865250729737,"all","all"
"t4","all",1,"all",0.000889890993231797,NA,0.00028257638280417,0.00149720560365942,"all","all"
"t5","all",1,"all",0.0478780524395151,NA,0.0379839420608558,0.0577721628181745,"all","all"
"t6","all",1,"all",0.607523859605828,NA,0.584069851686062,0.630977867525594,"all","all"
"t8","all",1,"all",0.370929424484821,NA,0.347708441125497,0.394150407844145,"all","all"
"t9","all",1,"all",0.342361831612034,NA,0.320848013914167,0.363875649309902,"all","all"
"t10","all",1,"all",0.510346065571821,NA,0.486857168949663,0.533834962193979,"all","all"
